id,title,description,image_url,trailer_url,start_to_end_time,rating,release_at,created_at,updated_at
346,Badal,"Badal (Bobby Deol) is a victim of the 1984 riots, brought up by a terrorist (Ashish Vidyarthi). Badal lives with the sole aim of exterminating a police cop Rana (Ashutosh Rana) now the DGP....                See full summary »",,,04:00:00,,2000.0,,
347,Saathiya,A couple elopes to get married and set up home hoping that just love will do the trick - but that's just the beginning of their story.,,,04:00:00,,2002.0,,
348,Haseena Maan Jaayegi,"Separated from their wealthy father and each other, two brothers (Sanjay Dutt, Govinda) try to win the hearts of their dream girls.",,,04:00:00,,1999.0,,
349,Murder,"Unhappy with her marriage with workaholic man, a woman finds solace in her lover and starts a steamy affair. But this fills her with guilt and leaves him, but he is determined to get her - at any cost.",,,04:00:00,,2004.0,,
350,Hamara Dil Aapke Paas Hai,"Inspired by the Telugu film, ""Pelli Chuskundam,"" the plot follows the life of a rape victim (Aishwarya Rai). Now, a disgrace to her family, she is turned away from her house after the ...                See full summary »",,,04:00:00,,2000.0,,
351,Fiza,In 1993 Fiza's brother Aman disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,,,04:00:00,,2000.0,,
352,Khiladiyon Ka Khiladi,A man (Akshay Kumar) searches for his missing brother (Inder Kumar) who is also wanted by the police.,,,04:00:00,,1996.0,,
353,Maine Pyar Kiya,"After Suman's father leaves her in the care of another family while he travels abroad, she falls in love with Prem. However, in order to for them to marry, Prem has to prove to Suman's father that he is not the same as his own dad.",,,04:00:00,,1989.0,,
354,Bhoot,"When a married couple moves into a flat that is haunted by a spirit, a series of inexplicable experiences drive the wife to near madness. Now, the husband must protect his wife to save their marriage.",,,04:00:00,,2003.0,,
355,Satyameva Jayate 2,"Satyameva Jayate 2 revolves around the fight against injustice and misuse of power. From police and politicians to industrialists and a common man, the film will explore corruption in all spheres.",,,04:00:00,,2021.0,,
356,Satya,An innocent man is embroiled in underworld after being falsely charged and sets out to punish the perpetrators who subjected his life to misery.,,,04:00:00,,1998.0,,
357,Judaai,"In order to attain wealth and a luxurious life, a greedy wife sells her husband to a rich woman. However she realizes that with a luxurious life, she has to pay a heavy price for this decision.",,,04:00:00,,1997.0,,
358,Bandit Queen,The story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994.,,,04:00:00,,1994.0,,
359,Saajan Chale Sasural,A village-based singer attempts to find love and fame in the big city.,,,04:00:00,,1996.0,,
360,Aankhen,Two good-for-nothing brothers are embroiled in a conspiracy involving a political assassination and try their best to save the country.,,,04:00:00,,1993.0,,
361,Deewana Mastana,Chaos ensues when a small time crook and a mental patient tries to win heart of a beautiful woman with comical outcomes.,,,04:00:00,,1997.0,,
362,Judwaa,"Twin brothers who are separated soon after birth, meet in adulthood and join forces to defeat their common enemy, a notorious criminal.",,,04:00:00,,1997.0,,
363,Major,"Based on the life of Major Sandeep Unnikrishnan, who was martyred in action during the November 2008 Mumbai attacks and was consequently awarded the Ashoka Chakra, India's highest peacetime gallantry award, on 26 January 2009.",,,04:00:00,,2022.0,,
364,Phone Bhoot,"A ghost reaches out to two bumbling ghostbusters for a business idea. However, their plans go downhill as the eerie ghost reveals her plan.",,,04:00:00,,2022.0,,
365,Dulhe Raja,"Poor Raja opens a fast food restaurant right opposite a five star hotel run by it's owner Singhania, earning his wrath. The wealthy hotel owner uses all his influence to remove Raja, but in...                See full summary »",,,04:00:00,,1998.0,,
366,Coolie No. 1,In order to avenge his insult against wealthy Hoshiarchand Choudhary; Pandit Shaadiram Gharjodhe asks Raju; a coolie by profession to masquerade as a wealthy business tycoon so that he can get marry to Choudhary's daughter Malti.,,,04:00:00,,1995.0,,
367,Hera Pheri,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",,,04:00:00,,2000.0,,
368,Kya Kehna,A young college girl faces hardships and challenges after she becomes a mother without marriage,,,04:00:00,,2000.0,,
369,Mohra,"A journalist comes to the aid of a murderer with a life sentence when she makes an appeal in court and although he is given his freedom, they soon discover that there is a grim reason behind his release.",,,04:00:00,,1994.0,,
370,Bandhan,A united household is shaken to the core when Raju's (Salman Khan's) brother-in-law marries a prostitute.,,,04:00:00,,1998.0,,
371,Bunty Aur Babli 2,Bunty and Babli are forced out of retirement after a spate of robberies with their trademark sigil start appearing across India.,,,04:00:00,,2021.0,,
372,Beta,"Raju, the only heir of a millionaire, is brainwashed by his stepmother for her greed of his entire property.",,,04:00:00,,1992.0,,
373,Vaastav: The Reality,Consequences force an innocent man to get involved in crime after making an error.,,,04:00:00,,1999.0,,
374,Chachi 420,Desperation to be with his only child forces a divorced man to take the guise of the child's nanny. Situations get really messy when the child's grandfather (the man's ex-father-in-law) falls in love with his disguised ex-son-in-law.,,,04:00:00,,1997.0,,
375,Daag: The Fire,"Karan, a former soldier tries to extract revenge from a corrupted lawyer. In the process, the lawyer loses his mental balance and Karan needs to treat him to get him killed.",,,04:00:00,,1999.0,,
376,Virasat,"After completing his studies in London, England, Shakti Thakur returns home to India in a small town where his family resides. Accompanying him is his leggy girlfriend, Anita, who he is in ...                See full summary »",,,04:00:00,,1997.0,,
377,Lucknow Central,"When an innocent man aspiring to be a musician is framed for committing a murder, he decides to form a music band with his co-prisoners for a competition, but his real intention seems to be different.",,,04:00:00,,2017.0,,
378,Yes Boss,"Rahul Joshi wants to be a successful businessman so he works hard for his boss Siddharth. One day Rahul meets Seema, an up and coming model, and he feels like he's finally met his match. Will Seema fall for Rahul?",,,04:00:00,,1997.0,,
379,Darr,Darr is a girl's (Kiran) story caught between one man's (Sunil) love and another man's (Rahul) obsession.,,,04:00:00,,1993.0,,
380,Dil Se..,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,,,04:00:00,,1998.0,,
381,Angrezi Medium,"When his daughter decides to further her studies in London, a hardworking Rajasthani businessman does everything in power to make her dreams come true.",,,04:00:00,,2020.0,,
382,Saheb Biwi Aur Gangster,"Hired to kill a nobleman, the assassin instead falls for the former's unstable wife.",,,04:00:00,,2011.0,,
383,Phoonk,An atheist is forced to consult an exorcist after his daughter shows signs of being possessed.,,,04:00:00,,2008.0,,
384,Sabse Bada Khiladi,A police officer impersonates his murdered twin brother in order to bring his killers to justice.,,,04:00:00,,1995.0,,
385,Saajan,A poet (Sanjay Dutt) and his best friend (Salman Khan) fall in love with the same woman (Madhuri Dixit).,,,04:00:00,,1991.0,,
386,Bhai,A simpleton turns into a gangster after his younger brother is killed and sets out for revenge on the perpetrators who destroyed his life.,,,04:00:00,,1997.0,,
387,Bheja Fry,"Ranjit, who makes fun of idiots, gets completely annoyed when he invites a tax inspector and a singer to his house.",,,04:00:00,,2007.0,,
388,Ghayal,"Ajay Mehra, an amateur boxer, takes revenge against Balwant Rai, a crooked businessman, after his elder brother is killed.",,,04:00:00,,1990.0,,
389,Saudagar,A calculative man schemes to deceit a poor but young widow for his personal monetary gains.,,,04:00:00,,1973.0,,
390,Daddy,"Spanning the 1970s and 1980s, this is the sensational true story of Arun Gawli, who grew up in Mumbai's impoverished Dagdi Chawl, to become a dreaded don, politician, and rival of India's most powerful crime boss, Dawood Ibrahim.",,,04:00:00,,2017.0,,
391,Mard,"King Azad gets locked in a dungeon by the British general Dyer who wants to take over his kingdom. Years later, Azad's son decides to put an end to Dyer's tyranny and comes to his father's rescue.",,,04:00:00,,1985.0,,
392,Raja Babu,A man tries to become a better son after his intended bride rejects him and he learns he was adopted from a poor family.,,,04:00:00,,1994.0,,
393,Jism,When an unemployed man falls for a wealthy woman and he is willing to do whatever he must to get her away from her abusive husband.,,,04:00:00,,2003.0,,
394,Main Khiladi Tu Anari,A Bombay police officer seeks revenge when his brother is killed by a powerful underworld figure. Things get complicated when a matinee movie idol begins to shadow the policeman so he can research a movie role.,,,04:00:00,,1994.0,,
395,Ishq Vishk,"A collegian (Shahid Kapoor) woos a beautiful girl, then falls in love with his childhood friend (Amrita Rao).",,,04:00:00,,2003.0,,
396,Tere Mere Sapne,"Dr. Anand Kumar attains his degree in medicine and re-locates to a small village to assist the local doctors there. Upon arrival, he is met by the ailing Dr. Prasad and his wife, and hired ...                See full summary »",,,04:00:00,,1971.0,,
397,One Two Three,"Three strangers with the same name, Laxminarayan, travel to Pondi with their tasks. Chaos ensues when they are mistaken for each other as they stay in the same hotel.",,,04:00:00,,2008.0,,
398,IB 71,A two- front war between Indian intelligence agencies and the Pakistani establishment.,,,04:00:00,,2023.0,,
399,Baazigar,"A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive.",,,04:00:00,,1993.0,,
400,Deewana,"A singer (Rishi Kapoor) marries his biggest fan, but his uncle (Amrish Puri) plans to kill him in order to gain his money.",,,04:00:00,,1992.0,,
401,Amar Akbar Anthony,"Three brothers are separated and united after many years - one is brought up a Hindu, another a Muslim and the last (and most memorable) a Christian. Hilarity and adventure ensues.",,,04:00:00,,1977.0,,
402,Suhaag,"Collegian Ajay Sharma was born on 2 April 1968 and lives in Bombay with his widowed mom Asha. He is friendly with fellow-collegian Raj Sinha, from a wealthy family. Ajay often gets beaten ...                See full summary »",,,04:00:00,,1994.0,,
403,Vijaypath,"When a notorious criminal is apprehended by an industrious inspector and subsequently convicted by the officer's brother, he seeks the ultimate revenge against the family.",,,04:00:00,,1994.0,,
404,Dilwale,"The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",,,04:00:00,,2015.0,,
405,Tezaab,From a very early age Mahesh Deshmukh has dreams of serving his country; his encouragement and dreams multiplies when his parents are killed by a gang of robbers who plan to loot the bank ...                See full summary »,,,04:00:00,,1988.0,,
406,Sadak,"A taxi driver with a tragic past sees an opportunity for redemption when he encounters a woman sold into prostitution. Wanting to help her escape, he has to deal with the wrath of the brothel madam.",,,04:00:00,,1991.0,,
407,Anari,"A rich girl appoints a simpleton, as her bodyguard. She soon falls in love with him, which creates havoc in his life.",,,04:00:00,,1993.0,,
408,Yeh Dillagi,A poor girl is rebuked by a rich boy. She leaves town to return successful and rich. He falls for her but his brother is already in love with the girl.,,,04:00:00,,1994.0,,
409,Bobby,"Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman -- a romance his parents oppose.",,,04:00:00,,1973.0,,
410,Mr. India,"A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.",,,04:00:00,,1987.0,,
411,Ravan Raaj: A True Story,In Bombay a series of kidnapping takes place and many young women go missing. The police force is also not doing much to stop this until Arjun Verma is assigned to the case.During the ...                See full summary »,,,04:00:00,,1995.0,,
412,Dobaaraa,"A woman gets an opportunity to save the life of a 12-year old boy who witnessed a death during a thunderstorm which happened 25 years ago, by getting connected through the television set during a similar storm in the present.",,,04:00:00,,2022.0,,
413,Bol Radha Bol,A man returning from a trip discovers that an impostor has taken over his life.,,,04:00:00,,1992.0,,
414,Khiladi,"Two friends wage bets for money and fun. There comes a time where they race to win the biggest bet, for they know that their lives depend on it.",,,04:00:00,,1992.0,,
415,Mother India,"In this melodrama, a poverty-stricken woman raises her sons through many trials and tribulations. But no matter the struggles, she always sticks to her own moral code.",,,04:00:00,,1957.0,,
416,Sanam Bewafa,"Salman falls in love with Ruksar but their fathers, despite being neighbours, are sworn enemies. The couple end up marrying but they are shocked when they finally discover the reason why their fathers allow the marriage to take place.",,,04:00:00,,1991.0,,
417,Kabzaa,"In 1947 a Gandhi follower and a freedom fighter were brutally attacked. Due to unavoidable circumstances, the freedom fighter son gets trapped in the mafia world and the story revolves between 1942 to 1986.",,,04:00:00,,2023.0,,
418,Sangam,"Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.",,,04:00:00,,1964.0,,
419,Janhit Mein Jaari,"The story of a young girl, a crusader who takes up a challenging job selling condoms in a small town in MP, India.",,,04:00:00,,2022.0,,
420,Don,"Vijay is recruited by a police officer to masquerade as his lookalike Don, the leader of an international gang of smugglers. Things go wrong when the officer is killed and Vijay is left to fend for himself.",,,04:00:00,,2006.0,,
421,Haathi Mere Saathi,"Orphaned Raju, in the company of four elephants, has to perform with them at street corners, in order to keep alive. Slowly he amasses a fortune, and is able to build his own private zoo, ...                See full summary »",,,04:00:00,,1971.0,,
422,Suraj Pe Mangal Bhari,"In the 1990s, a wedding detective has to perform background checks on prospective grooms. In the time before social media and mobile phones, everything has to be done in person.",,,04:00:00,,2020.0,,
423,Aashiqui,"Rahul and Anu fall in love with each other, but before they unite, they have their own problems to deal with.",,,04:00:00,,1990.0,,
424,Dhokha: Round D Corner,"When a housewife with a personality disorder is taken hostage by a terrorist on the loose and a husband accused of cheating on his wife, have their own versions of reality, how do we know what the truth is?",,,04:00:00,,2022.0,,
425,Seeta Aur Geeta,"Long-suffering heiress Seeta is treated worse than a servant by her abusive money-grubbing aunt. Meanwhile, her long-lost twin sister Geeta grows up to be a gutsy street performer. One day, the girls unintentionally swap places.",,,04:00:00,,1972.0,,
426,Chehre,"An 80-year-old man with a penchant for real life games in a story about rights and wrongs. It's a story about the decisions one makes in their lifetime and the fact that every decision has its repercussions, hearing and judgment.",,,04:00:00,,2021.0,,
427,Zanjeer,"A tough and honest police officer clashes with a crime boss who, unbeknownst to him, happens to be his parents' murderer.",,,04:00:00,,1973.0,,
428,Waqt,"Members of a family are separated in a natural disaster. Several years down the line, they aren't united but their lives are strangely interconnected.",,,04:00:00,,1965.0,,
429,Qayamat Se Qayamat Tak,"Despite knowing that their respective families are bitter enemies, Raj and Rashmi fall in love with each other and decide to elope.",,,04:00:00,,1988.0,,
430,Mili,Janhvi Kapoor as a woman stuck in a freezer fighting to stay alive. 'Mili' is the official Hindi remake of the Malayalam thriller 'Helen'.,,,04:00:00,,2022.0,,
431,Bhangra Paa Le,"Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own.",,,04:00:00,,2020.0,,
432,Salaam Venky,"Sujata, an ideal mother, who battled the most challenging situations one can ever face with a smile.",,,04:00:00,,2022.0,,
433,Gandhi Godse Ek Yudh,The fictional world where Mahatma Gandhi survives the attack on him and later meets Nathuram Godse in prison. Their conversation leads to a fiery debate between them.,,,04:00:00,,2023.0,,
434,Shabaash Mithu,"A biopic based on the life and struggles of Mithali Raj, Indian Cricketer, and captain of the Indian National Cricket team.",,,04:00:00,,2022.0,,
435,Bheed,The toughest times people had to face just to reach their homes.,,,04:00:00,,2023.0,,
436,Jai Mummy Di,Jai Mummy Di is a light-hearted family comedy that portrays the trials and tribulations a couple has to undergo due to the dynamics between their respective mothers.,,,04:00:00,,2020.0,,
437,Nikamma,A lazy slacker struggles to get along with his diligent sister-in-law - until they must step up and fight together against a common enemy.,,,04:00:00,,2022.0,,
438,Zwigato,"A man works as a food delivery rider, grappling with the world of ratings and incentives. To support the income, his homemaker wife begins to explore different work opportunities, with fear but also excitement of a new found independence.",,,04:00:00,,2022.0,,
439,,,,,04:00:00,,,,
